id,n,v,cpc,cmp,lc,hc,vt,mv,i,f,g,a,o,c,h,src
1820,로지텍 디자이너 마우스,10,,48,0,0,0,10|10|27|26|10|10|10|10|10|10|10|10,4,8256,0,0,1507|1270|1316,L,false,A
1821,로직 마우스,176,0.47,65,0,0,-0.15,40|30|48|90|130|180|130|140|190|170|200|160,8,64,0,0,1507,L,false,A
1822,로지텍 버티컬 마우스 종류,6,,,0,0,-1,20|0|19|30|17|0|20|13|18|0|20|0,4,65,0,0,1316,L,false,A
1823,버티컬 마우스 장단점 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1578|1316|1384|1635,L,false,A
1824,코시 이지 유선 버티컬 마우스,4,,,0,0,0,0|0|0|0|0|0|0|0|0|0|12|0,8,1088,0,0,1507|1270|1384,L,false,A
1825,로지텍 마우스 가로 스크롤,17,,57,0,0,-0.52,28|37|36|35|33|33|35|10|21|22|20|10,8,8256,0,0,1507,L,false,A
1826,로지텍 mx master vertical,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8256,0,0,1507,L,false,A
1827,클리앙 버티컬 마우스 추천,3,,0,0,0,0,10|10|0|0|0|0|0|0|10|0|0|10,1,64,0,0,1507|1239|1270|1635|1079,L,false,A
1828,레이저 버티컬 마우스,463,0.11,76,110.9k,491.7k,0.04,750|700|670|590|520|450|440|460|450|420|500|470,4,8256,1,16,1507,L,false,A
1829,logitech mx vertical,220,0.17,100,116.7k,657.8k,-0.08,290|190|260|300|220|210|180|200|230|190|260|210,9,9216,1,0,1507,L,false,A
1830,틸트휠 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8257,0,0,1507|1601|1239|1270|1316,L,false,A
1831,mx vertical2,0,,,0,0,0,0|0|0|18|17|20|18|0|0|0|0|0,9,10304,0,0,1507|1316,L,false,A
1832,블루투스 버티컬 마우스,250,0.13,100,48.8k,249.4k,0.09,220|160|250|220|280|180|220|240|220|170|340|240,8,9281,0,0,1507|1390|1239|1316|1384,L,false,A
1833,버티컬 마우스 클릭,0,,,0,0,0,0|0|0|16|20|0|0|0|0|0|0|0,1,8256,0,0,1316,L,false,A
1834,로직스 마우스,130,0.27,100,0,0,-0.33,40|45|80|120|110|120|140|140|180|120|150|120,8,64,0,96,1507,L,false,A
1835,무소음 버티컬 마우스,656,0.09,100,69.3k,227.6k,0.08,900|850|720|550|750|500|600|600|580|540|800|630,8,9282,0,8,1384,L,false,A
1836,아이리버 ev3 디시,23,,14,0,0,0,20|30|20|30|20|20|20|20|30|20|20|30,4,1088,0,0,1390,L,false,A
1837,삼성 버티컬 마우스,1923,0.07,87,53.5k,283.2k,-0.06,1.2k|1.2k|1.6k|1.7k|1.7k|1.3k|1.4k|1.6k|2.0k|1.8k|2.2k|1.9k,8,1088,0,0,1507|1316,L,false,A
1838,손목 방지 마우스,9,,,0,0,-0.16,0|0|0|19|17|0|0|17|18|14|0|15,8,65,0,0,1507|1239|1316,L,false,A
1839,mx 버티컬 버튼,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,9280,0,0,1507,L,false,A
1840,버티컬 타입,19,,,0,0,0,20|20|20|50|40|30|30|30|20|20|18|20,4,3137,0,0,1507|1601|1239|1270|1316|1384,L,false,A
1841,레이저 버티컬 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,9281,0,0,1507,L,false,A
1842,버티컬 마우스 로 fps,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1507|1601|1133|1390|1239|1316|1384,L,false,A
1843,vertical mr0094,0,,,0,0,0,14|0|0|0|0|0|0|0|0|0|0|0,8,9280,0,0,1316,L,false,A
1844,로지텍 유선 버티컬 마우스,43,,,0,0,-0.4,30|20|40|60|40|50|40|50|50|40|60|30,8,65,0,0,1316,L,false,A
1845,로지텍 버티컬 마우스 mx master,52,,,0,0,4,60|60|30|40|60|100|40|20|16|18|60|80,8,8256,0,24,,L,false,A
1846,하프 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1133|1390,L,false,A
1847,손목 터널 마우스,80,,18,0,0,0.28,100|100|110|100|100|80|80|60|70|70|80|90,9,8256,1,40,1507|1390|1239|1316,L,false,A
1848,인간 공학 마우스,16,0,44,0,0,0,10|10|10|10|10|10|10|10|10|10|30|10,8,2113,0,0,1507|1390|1239|1316|1384,L,false,A
1849,wem60 마우스,42,0.08,84,127.4k,339.6k,-0.13,0|12|13|0|17|18|16|20|44|42|46|38,8,64,0,0,1507,L,false,A
1850,mxmaster 3s 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|16|0|0|0|0,4,9280,0,0,1859|1851|1858|1857|1853|1861|1860|1854|1856|1855|1852|35,M,false,A
1851,mx master 3s 손목 디시,13,,11,0,0,0,0|0|0|0|0|0|30|10|20|10|10|20,1,0,0,0,,M,false,A
1852,로지텍 lift mx master 3s,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1024,0,0,,M,false,A
1853,mx master 3s 활용,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8193,0,0,,M,false,A
1854,mx vertical mx master 3 비교,10,,64,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,8257,0,0,,M,false,A
1855,mx 버티컬,780,0.19,47,117.5k,482.3k,-0.14,620|840|1.5k|1.6k|1.2k|890|770|850|950|680|850|810,8,8256,1,16,1316,M,true,A
1856,mx vertical mx master 3s,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8256,0,0,1507,M,false,A
1857,mx master 3s 퀘이사존,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,,M,false,A
1858,mx master 3s 손목 받침대,10,,95,0,0,-0.5,10|10|10|10|10|10|10|10|20|10|10|10,8,8256,0,0,,M,false,A
1859,mx master 3s 무거움,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,,M,false,A
1860,mx master 버티컬,16,0.16,89,0,0,-0.5,0|0|15|14|15|18|10|38|20|20|20|10,8,8256,0,0,1507|1316,M,false,A
1861,mx master 3s 후기,28,,21,0,0,-0.5,40|30|30|30|34|20|30|20|20|20|55|10,1,8256,0,0,,M,false,A
1862,버티컬 블라인드 수리,127,0.28,30,168.0k,606.0k,0.2,128|128|166|154|110|90|125|102|105|104|152|127,5,10305,0,0,,N,false,A
1863,버티컬 뜻,1940,,0,0,0,-0.1,1.2k|1.2k|1.6k|1.6k|1.6k|1.6k|2.1k|1.9k|2.1k|1.8k|2.1k|1.9k,1,2113,0,0,1920|2007|1929|1919|35|2012|1957|2024|1964|2006|1931|1952,N,true,A
1864,패션 버티컬 커머스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,2003,N,false,A
1865,버티컬 영어 로,86,,0,0,0,0,130|110|100|110|100|130|140|120|100|80|80|100,1,2049,0,0,,N,false,A
1866,흡착식 커튼,29,,,0,0,0.89,28|45|38|47|19|15|16|30|19|12|40|36,8,2113,0,48,1872,N,false,A
1867,커머스 플랫폼 순위,10,,0,0,0,0,20|10|20|10|10|20|23|10|10|10|10|10,1,65,0,0,,N,false,A
1868,버티컬 서비스란,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,2113,0,0,2001|35|1980|1959|1904|2000|1964|1987|1895|1968|2006|1928,N,false,A
1869,버티칼 커튼,253,0.54,99,28.7k,514.1k,0.29,160|270|270|230|190|180|170|190|240|200|250|310,8,3648,0,64,1863,N,false,A
1870,창문 버티컬 블라인드,82,0.23,83,55.4k,508.8k,2,10|45|67|100|90|35|90|90|30|70|87|90,8,67,1,64,1863,N,false,A
1871,베란다 버티컬 가격,104,0.37,40,241.7k,493.8k,1.33,87|70|84|83|68|44|73|62|45|102|106|105,8,2113,0,64,1863,N,false,A
1872,버티칼,3860,0.34,30,121.4k,426.5k,-0.02,4.4k|4.7k|5.4k|4.6k|4.5k|3.4k|3.5k|3.4k|4.0k|3.7k|3.9k|3.9k,8,2625,0,64,1955|1863|35|1969|1906|1991|1963|1957|2024|1865|1971|1898,N,false,A
1873,버티컬 플랫폼 반대말,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1863|1910|2006,N,false,A
1874,버티컬 커머스 반대말,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,1863|1891|1910|2006,N,false,A
1875,버티컬 미디어 종류,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,2003,N,false,A
1876,버티칼 줄,16,,,0,0,-0.54,0|0|10|10|17|14|24|22|33|24|10|15,8,1600,0,0,1863,N,false,A
1877,블라인드 버티컬차이,51,,6,0,0,0,10|20|50|70|49|50|60|60|50|44|60|50,1,65,0,64,1863,N,false,A
1878,선경커튼,326,0.49,8,0,0,-0.15,350|360|440|400|420|350|430|440|440|260|350|370,2,576,0,64,1872,N,false,A
1879,버티컬 데이터,3,,,0,0,0,0|0|0|0|17|0|0|0|0|0|10|0,1,2113,0,0,1863,N,false,A
1880,horizontal,12933,,0,0,0,0.17,14.5k|14.9k|14.8k|13.3k|15.0k|14.1k|13.6k|13.4k|12.5k|10.2k|14.0k|14.6k,1,2112,0,2,,N,false,A
1881,사무실 버티컬,40,,,0,0,0.66,100|110|110|60|30|20|30|40|30|30|40|50,8,9280,0,64,1939|1955|1863|35|1969|1991|1963|1862|1957|2024|1971|1898,N,false,A
1882,버티컬 브랜드,29,,0,0,0,3.8,37|30|27|37|28|27|30|10|10|10|30|48,1,2113,0,0,1910|2003,N,false,A
1883,버티컬 쇼핑,0,,,0,0,0,0|0|0|0|0|0|0|26|0|0|0|0,1,10305,0,0,1863,N,false,A
1884,버티컬 매체 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1910|1937,N,false,A
1885,버티컬 커머스 후기,16,,,0,0,-0.37,0|35|0|0|13|0|46|23|80|0|0|50,1,2113,0,0,1863|2003,N,false,A
1886,베란다 블라인드 버티컬,0,,,0,0,0,0|0|14|0|14|0|12|0|0|0|0|0,8,1088,0,0,1863|1986,N,false,A
1887,버티컬 ai 사례,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,N,false,A
1888,버티컬 커머스 앱,76,,,0,0,60,0|0|14|0|0|0|0|12|0|0|170|60,1,2113,0,0,,N,false,A
1889,버티컬 플랫폼 이란,13,,0,0,0,0,20|10|10|10|20|10|20|10|10|10|20|10,1,2113,0,0,1863|35|1989|1910|1904|2000|1964|1987|1968|1873|1928|1867,N,false,A
1890,버티컬 칸막이,14,,,0,0,13,0|15|20|0|0|14|0|23|0|14|15|13,8,65,0,0,1863,N,false,A
1891,버티컬 서비스뜻,34,,0,0,0,-0.02,20|20|30|30|20|30|40|30|38|27|40|37,1,2113,0,0,1863|35|1980|1959|1904|2000|1987|1895|1888|1968|2006|1928,N,false,A
1892,버티컬 성장,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,2003,N,false,A
1893,거실 버티컬 블라인드,104,0.19,63,211.0k,644.7k,0.09,80|110|109|120|76|30|73|64|87|140|79|95,8,1088,0,64,1986,N,false,A
1894,버티컬 반대,63,,0,0,0,0.16,39|46|69|49|50|60|47|49|60|49|70|70,1,2113,0,0,,N,false,A
1895,버티컬 커머스 반대,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1880|1939|2001|1863|35|1989|1959|1987|2003|2006|1928|1867,N,false,A
1896,패션 버티컬,0,,,0,0,0,0|15|0|17|0|0|0|0|0|0|0|0,1,2113,0,0,2003,N,false,A
1897,광고 매체 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,1937,N,false,A
1898,전동 버티컬 블라인드,29,0.86,86,382.2k,938.4k,-0.38,33|40|70|46|60|39|39|37|49|27|30|30,5,8256,0,0,1863|1986,N,false,A
1899,vertical 발음,40,,0,0,0,-0.06,10|10|20|33|30|36|41|65|43|40|40|40,1,2113,0,0,,N,false,A
1900,버티컬 스토어,9,,,0,0,-0.45,28|14|0|0|19|20|29|30|20|18|0|11,1,2113,0,0,2003,N,false,A
1901,버티컬 커머스란,32,7.39,7,0,0,-0.75,28|20|10|10|10|10|20|56|40|40|48|10,1,2113,0,0,1863,N,false,A
1902,버티컬 의미,14,,0,0,0,0,10|10|26|10|10|10|27|10|10|10|22|10,1,2144,0,0,1920|2007|1939|1919|35|2012|2024|1964|2006|1924|1952|1917,N,false,A
1903,창문 버티컬,220,0.11,68,20.2k,281.2k,-0.08,230|280|350|220|180|190|280|230|240|190|250|220,8,64,0,64,1863,N,false,A
1904,버티컬 커머스 강의,92,1.31,6,218.3k,2.4M,0.28,70|80|38|0|12|0|30|119|78|98|80|100,1,10305,0,0,,N,false,A
1905,쇼핑 버티컬 서비스,3,,,0,0,0,0|10|0|0|0|0|0|0|0|10|0|0,1,2113,0,0,1863|1910|2006,N,false,A
1906,버티컬 블라인드 단점,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,N,false,A
1907,버티컬 커머스 순위,43,0.99,5,0,0,-0.7,20|30|20|20|30|20|230|200|100|50|50|30,1,2113,0,0,2003,N,false,A
1908,네이버 버티컬 서비스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,,N,false,A
1909,이커머스 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,1863|2003|2006,N,false,A
1910,버티컬 쇼핑몰,45,0.81,39,405.9k,1.6M,-0.25,60|40|50|37|50|28|100|110|60|60|30|45,1,10848,0,0,1863|35|1941|1904|2000|1964|1987|1936|1907|1888|1968|2006,N,false,A
1911,베란다 버티컬 블라인드,213,0.26,50,293.5k,748.6k,1.45,140|200|240|130|140|150|180|100|110|130|240|270,8,1088,0,64,1863,N,false,A
1912,뷰티 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,320,0,0,2003,N,false,A
1913,버티컬 전략,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,1939|1863|35|1989|1959|1994|1964|1987|1968|2003|2006|1928,N,false,A
1914,버티컬 클립,17,,,0,0,-0.16,39|49|50|38|27|11|26|21|18|22|14|15,8,64,0,0,1863,N,false,A
1915,버티컬 주문 제작,4,,,0,0,0,14|15|0|0|11|10|0|0|0|0|13|0,8,1089,0,0,1863,N,false,A
1916,버티컬 ai 로의 변화 및 과제,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,0,0,0,,N,false,A
1917,버티컬 호라이즌,56,,0,0,0,0.18,70|60|80|50|70|70|70|58|58|40|60|69,1,2113,0,0,,N,false,A
1918,세로 블라인드 가격,0,,,0,0,0,0|0|0|12|0|0|0|0|0|0|0|0,8,3137,0,0,1986,N,false,A
1919,버티컬 ai란,66,,2,0,0,-0.09,30|50|90|70|110|50|90|50|110|50|50|100,1,10305,1,64,1863,N,false,A
1920,horizontal 뜻,1080,,0,0,0,0.36,800|970|880|960|1.2k|590|600|660|980|770|1.1k|1.3k,1,2112,0,64,,N,false,A
1921,안나 리플 커튼,266,,,0,0,-0.22,230|420|230|280|300|180|280|310|360|250|270|280,4,8256,2,16,1872,N,false,A
1922,암막 버티컬 블라인드,39,,,0,0,19,47|80|100|50|49|25|28|30|0|40|60|19,8,3136,0,0,1986,N,false,A
1923,버티컬 앱 뜻,10,,,0,0,0.23,0|0|0|0|0|0|0|0|13|0|15|16,1,2113,0,0,1880|2001|1863|35|1989|1910|1964|1987|1895|1968|2006|1928,N,false,A
1924,버티컬 하게 뜻,90,,,0,0,-0.81,0|22|120|270|200|104|22|120|83|127|128|15,1,2113,0,0,1863|2006,N,false,A
1925,병원 커튼 설치,62,0.23,68,185.6k,1.0M,-0.25,70|90|70|37|57|90|70|60|80|67|60|60,1,8257,0,0,1872,N,false,A
1926,버티컬 서비스 반대,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2049,0,0,1863|1891|2006,N,false,A
1927,버티컬 스펠링,10,,0,0,0,0,10|10|10|26|10|10|10|10|10|10|10|10,1,65,0,0,1880|2007|2013|1899|1943|35|2012|1865|1964|2006|1931|1952,N,false,A
1928,버티컬 플랫폼 순위,10,,0,0,0,-0.5,20|20|20|10|10|10|30|40|20|10|10|10,1,2113,0,0,2006,N,false,A
1929,레식 버티컬 뜻,16,,0,0,0,1,0|0|20|20|20|10|10|10|10|10|20|20,1,10305,0,0,,N,false,A
1930,호리젠탈 플랫폼,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2049,0,0,1863|1891,N,false,A
1931,버티컬 하게,57,,0,0,0,-0.19,27|120|210|160|110|150|120|59|57|58|69|46,1,2113,0,32,1863|2006,N,false,A
1932,버티컬 도어,16,,,0,0,-0.11,20|30|17|13|0|13|16|18|18|12|20|16,8,64,0,0,1939|1955|1863|35|1894|1969|1906|1957|2024|1865|1994|1971,N,false,A
1933,쿠팡 버티컬,0,,,0,0,0,14|13|0|0|13|0|0|0|0|0|0|0,8,65,0,0,1863|1270,N,false,A
1934,식품 버티컬 커머스,0,,,0,0,0,0|0|0|0|0|0|17|17|0|0|0|0,1,2113,0,0,2003,N,false,A
1935,창문 버티칼,44,,14,0,0,-0.42,130|150|90|70|60|46|56|50|70|44|49|40,8,64,0,0,1863,N,false,A
1936,버티컬 커머스 부업,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,N,false,A
1937,버티컬 채널,83,,0,0,0,-0.33,80|90|120|140|140|80|100|110|120|60|110|80,1,2113,0,16,1880|1999|2001|1863|35|1989|1910|1904|1964|1987|1873|1928,N,false,A
1938,쇼핑 버티컬,6,,0,0,0,0,26|10|20|10|0|0|10|21|10|0|10|10,1,65,0,0,1863,N,false,A
1939,버티칼 블라인드,3413,0.38,93,153.0k,567.9k,-0.06,3.6k|3.9k|4.6k|4.0k|3.6k|2.8k|3.4k|3.3k|3.6k|3.0k|3.9k|3.3k,8,1600,0,64,1986,N,false,A
1940,horizons 뜻,57,,0,0,0,-0.29,54|45|66|69|53|44|51|56|72|44|76|51,1,2113,0,0,1863,N,false,A
1941,버티컬 커머스 4910,0,,,0,0,0,0|0|0|0|0|0|0|13|0|0|0|0,1,2112,0,0,,N,false,A
1942,버티컬 플랫폼 전략,6,,0,0,0,10,10|10|10|10|0|10|0|10|0|10|0|10,1,65,0,0,1863,N,false,A
1943,vertical 세로,10,,0,0,0,-0.5,0|20|10|20|20|20|10|20|20|10|10|10,1,2113,0,0,,N,false,A
1944,알루미늄 버티컬,56,,,0,0,0.79,210|210|230|200|140|80|38|38|39|49|50|70,4,64,0,64,1863,N,false,A
1945,롤업 블라인드,76,,,0,0,0.4,90|140|160|100|60|60|70|70|50|70|90|70,8,64,0,0,1863,N,false,A
1946,커튼 꺽쇠,38,,,0,0,-0.2,70|50|40|58|59|40|40|40|48|36|40|38,4,2112,0,64,1872,N,false,A
1947,버티컬 커머스 전략,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,1967|1966,N,false,A
1948,버티컬 마케팅,28,,3,0,0,0,30|10|30|28|30|25|39|40|29|29|28|29,1,65,0,0,2003,N,false,A
1949,버티컬 의 뜻,23,,0,0,0,-0.04,10|10|10|10|20|10|30|27|23|22|25|22,1,2113,0,0,1920|1899|35|2012|1991|1957|2024|1964|1971|2006|1924|1952,N,false,A
1950,버티컬 견적,16,,,0,0,21,0|0|0|0|0|0|24|10|0|16|13|21,8,3137,0,0,1863|1986,N,false,A
1951,버티컬 광고 뜻,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1863|1937|2003,N,false,A
1952,버티컬 하다,64,,0,0,0,-0.26,40|90|110|80|78|80|66|100|80|55|80|59,1,2113,0,32,2006,N,false,A
1953,블라인드 틀,8,,,0,0,-1,0|13|24|0|16|14|19|16|12|12|13|0,9,8257,0,0,1986,N,false,A
1954,버티컬 플랫폼 반대,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,2006,N,false,A
1955,버티컬 가격,496,0.21,74,102.2k,462.8k,0.16,430|530|560|510|480|380|470|490|420|410|590|490,8,2113,0,64,1863|1910,N,false,A
1956,휴인홈,63,,,0,0,-0.46,90|80|150|120|70|60|120|170|130|60|60|70,6,320,0,64,1872,N,false,A
1957,버티컬 블라인드 종류,123,0.34,100,146.3k,452.4k,0.27,110|140|170|170|90|90|140|110|110|90|140|140,5,11329,0,0,,N,false,A
1958,버티컬 비즈니스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1863|2006,N,false,A
1959,버티컬 앱,50,,2,0,0,-0.26,80|80|70|57|58|45|40|60|60|40|68|44,1,2112,0,0,1863|1978|2006,N,false,A
1960,오버헤드 도어 안전센서,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,1932,N,false,A
1961,버티컬 ai 에이전트,16,3.66,26,1.1M,4.6M,0,0|0|0|15|50|20|20|20|30|10|10|30,1,1,0,0,,N,false,A
1962,블라인드 버티컬,100,0.46,31,98.8k,589.8k,0.22,120|150|180|170|150|80|90|80|90|70|120|110,8,1601,0,0,1986,N,false,A
1963,버티컬 블라인드 설치,72,0.94,83,368.8k,1.4M,-0.04,140|131|188|150|117|85|108|132|85|70|66|81,1,9281,0,0,,N,false,A
1964,버티컬 커머스 뜻,406,1.57,6,794.6k,2.3M,-0.2,96|420|310|160|180|110|1.7k|4.6k|600|280|460|480,1,65,0,0,1863|2003,N,false,A
1965,버티컬 이커머스,10,,0,0,0,0,10|34|20|10|10|10|24|40|10|10|10|10,1,10305,0,0,1863|1910|2003,N,false,A
1966,버티컬 커뮤니티,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1908|1939|1863|35|1910|1994|2000|1964|1968|2003|2006|1928,N,false,A
1967,버티컬 사업,0,,,0,0,0,18|0|12|0|0|0|0|0|0|0|0|0,1,10305,0,0,2001|1863|35|1989|1994|1904|1964|1987|1968|2006|1873|1928,N,false,A
1968,버티컬 커머스 플랫폼,183,2.84,38,844.0k,2.5M,-0.54,90|50|20|30|40|30|1.4k|1.9k|480|160|170|220,1,10305,0,64,,N,false,A
1969,버티컬 블라인드 가격,97,0.23,100,57.8k,445.0k,0.06,150|135|138|118|130|76|139|83|94|97|96|100,8,2113,0,0,1863,N,false,A
1970,버티컬 콘텐츠,11,,,0,0,0,14|0|0|15|0|0|14|13|0|20|14|0,1,2113,0,0,1939|2001|1863|35|1989|1959|1994|1964|1987|1968|1873|1928,N,false,A
1971,버티컬 커튼,416,0.37,80,143.0k,642.8k,-0.02,430|440|490|440|410|340|410|390|440|340|480|430,10,576,0,64,1863,N,false,A
1972,버티칼 뜻,23,,0,0,0,-0.8,530|500|570|470|520|410|590|590|100|20|30|20,1,2113,0,0,1920|35|2012|1969|1991|1963|1957|2024|1865|1964|1971|2006,N,false,A
1973,버티컬 이란,31,,0,0,0,0.46,57|53|89|54|63|67|46|36|30|20|30|44,1,2113,0,0,2006,N,false,A
1974,영등포구 커튼,183,,,0,0,-0.34,40|770|1.8k|1.1k|970|38|110|160|260|160|220|170,2,576,0,64,1872,N,false,A
1975,버티컬 줄,56,,,0,0,0.83,80|120|140|100|80|60|49|40|30|53|60|55,8,8257,0,64,1863,N,false,A
1976,커튼 영등포구,6,,,0,0,-0.66,0|0|0|0|0|0|50|80|60|0|0|20,2,1600,0,0,1872,N,false,A
1977,스윙 암 커튼 봉,0,,,0,0,-1,0|0|0|0|0|0|0|0|11|0|0|0,8,1089,0,0,1872,N,false,A
1978,버티컬 앱이란,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,2001|1863|35|1989|1994|1964|1987|1895|1968|2006|1873|1928,N,false,A
1979,버티컬 마켓,33,,0,0,0,0.03,50|29|39|100|40|22|50|60|29|30|40|30,1,2113,0,0,1910,N,false,A
1980,버티컬 시장,13,,0,0,0,-0.72,10|28|10|10|10|10|38|29|37|10|20|10,1,2113,0,0,,N,false,A
1981,버티컬 ai 뜻,146,1.15,3,0,0,-0.57,0|30|170|200|170|50|290|140|260|170|160|110,1,10305,0,0,1863,N,false,A
1982,버디칼,610,0.37,4,0,0,-0.1,630|540|1k|920|710|570|630|680|750|540|620|670,8,321,0,64,1863,N,false,A
1983,버티컬 매체 리스트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,1937|2003,N,false,A
1984,오버헤드 도어 부품,0,,,0,0,0,16|0|0|13|20|16|0|0|0|0|0|0,4,64,0,0,1932,N,false,A
1985,네이버 버티컬 앱,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,2006,N,false,A
1986,버티컬 블라인드 뜻,5,,,0,0,15,0|0|0|0|0|0|0|0|0|0|0|15,1,2113,0,0,1981|1863|35|2012|1969|1991|1963|1957|1865|1964|1971|2006,N,false,A
1987,버티컬 커머스 민대표,526,0.52,2,133.5k,915.7k,-0.13,670|190|116|20|180|126|500|600|520|650|480|450,1,8257,0,0,,N,false,A
1988,버티컬 브라켓,40,,,0,0,-0.15,60|70|80|70|40|23|13|39|40|40|47|34,8,64,0,64,1863,N,false,A
1989,버티컬 서비스,80,,0,0,0,-0.11,220|150|160|120|180|110|160|100|90|60|100|80,1,2113,0,0,1863|2025|1910|2006,N,false,A
1990,버티컬 커머스 시장 규모,10,,0,0,0,0,10|10|10|10|10|10|10|20|10|10|10|10,1,2113,0,0,2003,N,false,A
1991,버티컬 블라인드 부품,101,0.26,77,72.8k,281.5k,1.16,140|130|100|100|90|60|90|80|60|82|93|130,8,1600,1,64,,N,false,A
1992,버티컬 사이트,6,,,0,0,-1,17|20|15|0|16|0|20|20|20|0|20|0,1,65,0,0,1863,N,false,A
1993,바람 통하는 블라인드,23,0.24,50,0,0,36,50|130|80|37|76|22|0|0|0|10|25|36,8,64,0,0,1872,N,false,A
1994,버티컬 커머스,6026,3.4,34,379.3k,2.4M,-0.25,5.8k|5.5k|1.7k|1.3k|3.4k|980|8.0k|10.8k|5.9k|7.4k|6.4k|4.4k,1,10305,0,0,,N,false,A
1995,선일커튼,70,0.67,34,339.5k,615.3k,0,70|100|110|80|70|50|100|90|70|60|80|70,5,1344,0,96,1872,N,false,A
1996,버티컬 몰,55,,8,0,0,-0.28,80|80|60|60|100|60|100|70|80|50|60|57,1,10305,0,0,1863|2025|2006,N,false,A
1997,업소용 문발,18,,,0,0,33,44|56|24|11|10|0|0|0|0|0|22|33,8,1088,0,64,1872,N,false,A
1998,버티컬 커머스 하는법,341,,,0,0,-0.41,0|0|0|0|140|0|11|0|60|690|300|35,1,8257,0,0,1863|2003,N,false,A
1999,vertical,13443,0.44,0,0,0,0,14.9k|15.2k|15.7k|15.6k|16.4k|14.1k|13.8k|13.9k|14.7k|11.9k|13.8k|14.7k,4,2112,0,0,,N,false,A
2000,버티컬 커머스 디시,76,,0,0,0,-0.7,30|30|10|10|30|10|70|110|170|110|70|50,1,64,0,0,,N,false,A
2001,버티컬 ai,1273,2.6,2,573.9k,3.7M,-0.6,730|1.2k|2.1k|2.0k|2.3k|1.6k|2.3k|1.8k|3.3k|1.1k|1.4k|1.3k,1,10305,1,0,,N,false,A
2002,버티컬 카테고리,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,1863|1937|2006,N,false,A
