period,id,n,v,cpc,cmp,lc,hc,vt,mv,i,f,g,a,o,c,h
current,679,코시 버티컬 유선 마우스,0,,,0,0,-1,0|0|0|0|0|0|0|12|16|0|0|0,8,1089,0,0,,L,false
current,680,잔망루피 버티컬 마우스,43,,,0,0,-0.2,70|60|50|60|60|50|30|30|50|50|40|40,8,65,0,0,,L,false
current,681,로지텍 mx 버티컬 설명서,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,,L,false
current,682,사무실 유선 마우스 추천,0,,,0,0,-1,0|0|0|0|0|0|0|0|13|0|0|0,9,8256,0,0,,L,false
current,683,접이식 마우스 디시,20,,80,0,0,10,0|0|0|0|0|0|0|0|0|20|30|10,4,1088,0,0,,L,false
current,684,로지텍 휠 마우스,19,,,0,0,-0.1,19|19|20|20|20|20|20|27|20|20|19|18,8,8257,0,0,,L,false
current,685,로지텍 맥스,0,,,0,0,0,0|0|13|0|0|14|0|0|0|0|0|0,8,65,0,0,,L,false
current,686,맥 스틸 gm mcu20 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,L,false
current,687,레이저 버티컬,133,0.13,48,0,0,0,450|300|190|190|190|170|130|150|130|140|130|130,4,9280,1,16,,L,false
current,688,무한휠 마우스 디시,83,,41,0,0,-0.22,90|50|70|90|50|70|70|70|90|90|90|70,1,2112,0,0,,L,false
current,689,로지텍 버티컬 마우스 블루투스연결,240,0.3,7,0,0,0.2,170|220|260|240|250|180|210|190|200|200|280|240,8,0,2,8,,L,false
current,690,로지텍 가벼운 마우스,68,0.21,100,0,0,-0.33,70|70|80|60|60|70|60|70|90|66|80|60,8,65,0,0,,L,false
current,691,로지텍 버티컬 마우스 키보드,19,,,0,0,0,20|19|40|30|30|19|40|30|20|19|20|20,8,67,0,0,,L,false
current,692,마우스 리프트,19,,,0,0,0,19|0|16|25|16|0|19|18|20|19|19|20,8,8256,0,0,,L,false
current,693,마우스 구슬,10,0.25,14,0,0,0,20|10|23|10|10|10|10|10|10|10|10|10,5,10305,0,0,,L,false
current,694,손목 통증 마우스 추천,12,,,0,0,17,0|0|0|0|0|0|0|0|0|0|20|17,1,65,0,0,,L,false
current,695,stormx 버티컬 마우스,46,0.01,100,98.8k,325.6k,-0.31,50|57|80|80|70|48|48|80|70|40|50|48,8,8256,0,0,,L,false
current,696,버티컬 마우스 쓰는법,0,,,0,0,0,12|0|0|11|0|0|0|0|0|0|0|0,1,10305,0,0,,L,false
current,697,버티컬 마우스 앱코,40,,,0,0,-0.6,40|40|50|50|70|19|40|40|50|40|60|20,8,9280,0,0,,L,false
current,698,c타입 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1088,0,0,,L,false
current,699,버티컬 마우스 발로란트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1089,0,0,,L,false
current,700,로지텍 버티컬 마우스 as,53,,13,0,0,0,60|50|90|100|70|40|50|60|60|40|60|60,8,10305,0,16,,L,false
current,701,로지텍 마우스 충전식,5,,,0,0,17,0|0|0|0|0|0|0|0|0|0|0|17,8,9281,0,0,,L,false
current,702,다이소 버티컬 마우스 디시,326,0.31,24,0,0,390,0|0|0|0|0|0|0|0|0|0|590|390,8,1088,0,0,,L,false
current,703,리프트 버티컬 마우스,70,0.21,100,113.7k,222.4k,-0.22,50|40|46|40|40|40|60|50|90|50|90|70,8,9280,0,0,,L,false
current,704,레이저 클릭 프로 v2 버티컬 에디션,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,9280,0,0,,L,false
current,705,tg 마우스,216,0.04,19,0,0,-0.13,180|160|230|200|180|160|160|190|220|200|260|190,8,1088,0,0,,L,false
current,706,버티컬 마우스 갤러리,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,707,mx master 3s 버티컬,10,,52,0,0,0,20|20|10|10|10|10|10|26|10|10|10|10,4,10304,0,0,,L,false
current,708,로지텍 버티컬 무소음,12,,,0,0,-0.2,13|16|18|17|18|18|0|18|20|0|20|16,8,1025,0,0,,L,false
current,709,리프트 마우스,253,0.21,68,85.4k,437.1k,-0.27,200|210|240|180|210|190|210|220|330|230|290|240,8,1088,0,0,,L,false
current,710,키크론 마우스 디시,23,0.33,41,0,0,-0.33,0|0|0|30|20|40|10|20|30|20|30|20,1,0,0,0,,L,false
current,711,아이 노트 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1089,0,0,,L,false
current,712,버티컬 마우스 좌우 스크롤,0,,,0,0,0,0|0|0|0|0|13|0|0|0|0|0|0,8,1089,0,0,,L,false
current,713,버티컬 마우스 엄지 손가락 통증,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,L,false
current,714,로지텍 mx 버티컬 버튼,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,,L,false
current,715,로지텍 버티컬 리프트 후기,36,,27,0,0,0.33,70|50|70|50|70|50|40|40|30|30|40|40,1,8256,0,0,,L,false
current,716,사무용 키보드 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,,L,false
current,717,로지텍 버티컬 리프트 마우스,60,,,0,0,1,30|30|20|20|20|20|30|30|30|40|80|60,8,1024,0,0,,L,false
current,718,회색 마우스,17,,,0,0,16,0|0|0|0|11|0|17|0|0|17|20|16,8,3137,0,0,,L,false
current,719,로지텍 버티컬 마우스 연결,340,0.02,3,0,0,-0.1,370|320|460|420|450|330|260|150|370|300|390|330,4,10304,0,8,,L,false
current,720,로지텍 버티컬 마우스 usb,23,,,0,0,-0.25,0|20|26|30|30|20|17|19|40|20|20|30,8,65,0,0,,L,false
current,721,버티컬 마우스 잡는 방법,25,,,0,0,-0.51,0|0|0|0|0|0|0|0|29|26|35|14,1,8256,0,0,,L,false
current,722,logitech mouse mx,10,,100,0,0,0,10|10|10|10|10|0|10|10|10|10|10|10,8,3137,0,0,,L,false
current,723,국민 마우스,60,,54,0,0,-0.37,90|50|60|90|60|80|60|90|80|70|60|50,4,8256,0,0,,L,false
current,724,버티컬 무선 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,L,false
current,725,다나와 로지텍 마우스,13,,81,0,0,0,10|20|10|10|10|20|10|10|10|20|10|10,8,0,0,0,,L,false
current,726,로지텍 비싼 마우스,23,0.11,100,0,0,-0.66,40|30|10|20|20|20|20|10|30|21|40|10,4,8257,0,0,,L,false
current,727,중국 마우스 디시,23,,8,0,0,-0.33,20|20|30|90|30|40|30|20|30|20|30|20,1,64,0,0,,L,false
current,728,로지텍 버티컬 마우스 a s,53,,13,0,0,0,60|50|90|100|70|40|50|60|60|40|60|60,8,8256,0,16,,L,false
current,729,버티컬 손목,0,,,0,0,-1,0|0|0|0|0|0|0|0|15|0|0|0,1,11328,0,0,,L,false
current,730,개발자 버티컬 마우스,10,0.33,43,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,4,0,0,0,,L,false
current,731,레이저 프로 클릭 v2 버티컬,23,,,0,0,-0.33,170|50|40|30|20|30|29|27|30|20|30|20,8,9280,0,0,,L,false
current,732,저소음 무선 버티컬 마우스 다이 소,4,,,0,0,0,0|0|0|0|0|0|0|0|0|0|13|0,8,1025,0,0,,L,false
current,733,버티컬 마우스 수리,13,,,0,0,20,15|20|20|20|17|18|20|30|0|0|20|20,1,10305,0,0,,L,false
current,734,mx 버티컬 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,,L,false
current,735,교보문고 마우스,103,0.27,33,0,0,-0.2,50|47|60|40|50|50|40|80|100|100|130|80,8,2112,0,12,,L,false
current,736,6버튼 마우스,60,0.04,79,55.2k,434.1k,-0.14,38|40|40|36|57|47|30|70|70|60|60|60,8,1088,0,0,,L,false
current,737,다이소 버티컬,630,0.03,24,0,0,8,110|190|250|140|58|77|70|47|80|80|1.1k|720,8,9792,0,0,659,L,false
current,738,제닉스 마우스 후기,10,,40,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,4,1025,0,0,,L,false
current,739,작은 마우스 손목,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8257,0,0,,L,false
current,740,로지텍 벌크 마우스,0,,,0,0,-1,0|0|0|0|0|0|0|0|11|0|0|0,8,1088,0,0,,L,false
current,741,logi 버티컬 마우스,52,0.03,100,38.9k,172.2k,0,26|40|50|30|30|20|20|39|60|36|60|60,8,1090,2,16,,L,false
current,742,로지텍 리프트 단점,36,,7,0,0,0.5,40|40|50|30|30|30|30|20|20|40|40|30,1,1,0,0,,L,false
current,743,로지텍 마우스 최저가,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,,L,false
current,744,버티컬 마우스 제닉스,21,,,0,0,0.05,29|20|30|20|20|20|20|20|19|15|30|20,4,1090,0,0,,L,false
current,745,레이저 나가 디시,13,,8,0,0,-0.5,10|10|10|20|30|20|10|20|20|20|10|10,1,64,0,0,,L,false
current,746,로지텍 버티컬 lift 마우스,15,,,0,0,0,0|18|20|0|20|20|0|11|0|17|28|0,8,9280,0,0,,L,false
current,747,지클릭커 op100 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,0,0,0,,L,false
current,748,로지텍 게이밍 마우스 무선,100,,,0,0,0.25,70|60|80|80|80|80|100|110|80|100|100|100,8,64,1,1,,L,false
current,749,로지텍 리프트 버티컬 후기,10,,5,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,8256,0,0,,L,false
current,750,로지텍 버티컬 마우스 작은 손,19,,,0,0,0.05,14|15|20|0|19|18|0|19|19|19|20|20,4,1089,0,0,,L,false
current,751,op70 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,,L,false
current,752,g501 마우스,13,,42,0,0,0,37|10|10|10|25|30|10|10|10|10|20|10,9,3136,0,0,,L,false
current,753,여성용 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8257,0,0,,L,false
current,754,지 클릭 커 휠마스터 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,755,gm mcu20 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,L,false
current,756,로지텍 리프트 디시,113,0.15,33,0,0,-0.18,70|90|70|110|90|110|110|110|110|110|140|90,4,64,0,0,,L,false
current,757,캐드 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,,L,false
current,758,초경량 버티컬 마우스,0,,,0,0,0,0|12|0|14|0|0|0|0|0|0|0|0,8,8257,0,0,,L,false
current,759,제닉스 버티컬 마우스,576,0.06,91,107.8k,211.7k,-0.2,610|640|760|610|570|440|410|490|630|530|700|500,4,1088,0,24,,L,false
current,760,로지텍 리프트 버티컬 마우스,853,0.19,100,85.1k,323.0k,0.12,370|390|510|640|640|550|560|590|740|710|1.0k|830,8,9280,0,0,,L,false
current,761,로지텍 아시안핏,5,,,0,0,0.3,19|20|20|0|15|15|16|0|13|0|0|17,8,9280,0,0,,L,false
current,762,logitech lift 버티컬 무선 마우스,13,0.17,100,166.0k,364.4k,-0.5,10|10|10|10|10|10|10|10|20|10|20|10,8,1088,0,0,,L,false
current,763,mx master 3s lift,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,L,false
current,764,버튼 많은 마우스 추천,20,0.25,100,0,0,0,30|10|10|30|20|30|30|20|20|30|10|20,8,10241,0,0,,L,false
current,765,tg 무소음 마우스,3,,100,0,0,10,10|10|10|10|0|10|10|10|0|0|0|10,8,65,0,0,,L,false
current,766,로지텍 중국 직구,20,,4,0,0,-0.33,0|0|20|54|20|10|30|20|30|20|20|20,4,2113,0,0,,L,false
current,767,다이 소 버티컬 마우스 재고,5,,,0,0,0,0|0|0|0|0|0|0|0|0|0|16|0,8,1088,0,0,,L,false
current,768,로지텍 블루투스 마우스 추천,59,0.22,100,79.9k,520.0k,-0.04,70|60|65|70|69|110|60|80|70|40|70|67,8,65,0,0,,L,false
current,769,로지텍 c타입 유선 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1089,0,0,,L,false
current,770,로지텍 리프트 버티컬 에르고 노믹 마우스,116,0.19,96,199.5k,987.5k,0.66,0|0|0|0|0|0|0|30|60|90|160|100,8,1088,0,96,,L,false
current,771,로지텍 mx 버티컬 로지 볼트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8256,0,0,,L,false
current,772,제닉스 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,773,mx vertical 무게,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1089,0,0,,L,false
current,774,로지텍 lift 배터리,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1089,0,0,,L,false
current,775,로지텍 무선 마우스 가격,20,0.01,78,0,0,0.5,20|10|20|20|10|20|10|30|20|10|20|30,8,65,0,0,,L,false
current,776,작은손 버티컬,18,,,0,0,-0.05,19|20|20|14|20|0|0|17|18|17|20|17,9,8256,0,0,,L,false
current,777,로지텍 버티컬 마우스 lift,2343,0.17,100,80.7k,346.8k,-0.22,2.2k|1.9k|2.2k|2.5k|2.3k|1.9k|2.1k|2.0k|2.5k|2.2k|2.8k|2.0k,8,9280,0,8,,L,false
current,778,g301 logitech,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,4,3136,0,0,,L,false
current,779,앱코 wem500 pro 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,L,false
current,780,로지텍 최신 마우스,156,0.37,90,103.0k,689.5k,2.04,50|55|40|50|55|68|60|30|46|160|170|140,8,8259,0,0,,L,false
current,781,미니 버티컬 마우스,110,,,0,0,-0.16,50|60|50|70|60|50|70|50|120|70|160|100,8,8256,0,0,,L,false
current,782,맥 스틸 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,3137,0,0,,L,false
current,783,로지텍 버티컬 리프트,710,0.22,97,80.0k,388.6k,-0.12,1.1k|1.1k|1.3k|1.3k|1.1k|660|750|790|800|630|800|700,8,9280,0,16,,L,false
current,784,m575 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,785,버티컬 마우스 화이트,11,,,0,0,-0.43,19|20|18|19|0|0|20|19|30|0|18|17,4,1089,0,0,,L,false
current,786,지클릭커 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,L,false
current,787,엄지 휠 마우스,6,,,0,0,-1,14|14|16|19|16|0|16|13|13|0|18|0,8,8256,0,0,,L,false
current,788,아이리버 마우스 디시,56,,39,0,0,0,0|0|0|20|30|30|50|50|50|50|70|50,4,1088,0,0,,L,false
current,789,핫트랙 스 마우스,9,,,0,0,-1,11|0|0|16|0|15|14|0|16|13|14|0,1,1088,0,0,,L,false
current,790,마이크로소프트 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,,L,false
current,791,여자 게이밍 마우스,36,0.08,64,0,0,-0.5,20|50|50|50|40|38|37|32|40|38|50|20,4,1089,0,0,,L,false
current,792,로지텍 lift 버티컬 마우스 단점,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,L,false
current,793,한성 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,3136,0,0,,L,false
current,794,mx 마스터 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,L,false
current,795,다이 소 저소음 버티컬 마우스,190,0.23,44,0,0,100,0|0|0|0|0|0|0|0|0|0|470|100,8,9280,0,0,659,L,false
current,796,로지텍 버티컬 lift 마우스 mr0094,0,,,0,0,0,30|0|19|15|30|20|20|20|0|0|0|0,8,1088,0,0,,L,false
current,797,손목터널증후군 버티컬마우스,3,,,0,0,0,0|0|0|0|0|0|0|0|0|11|0|0,9,9281,0,0,,L,false
current,798,로지텍 버티컬 마우스 종류,6,,,0,0,-1,20|0|19|30|17|0|20|13|18|0|20|0,4,65,0,0,,L,false
current,799,버티컬 마우스 장단점 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,L,false
current,800,틸트휠 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8257,0,0,,L,false
current,801,아이리버 ev3 디시,23,,14,0,0,0,20|30|20|30|20|20|20|20|30|20|20|30,4,1088,0,0,,L,false
current,802,mx 버티컬 버튼,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,9280,0,0,,L,false
current,803,레이저 버티컬 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,9281,0,0,,L,false
current,804,로지텍 버티컬 마우스 mx master,52,,,0,0,4,60|60|30|40|60|100|40|20|16|18|60|80,8,8256,0,24,,L,false
current,805,mxmaster 3s 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|16|0|0|0|0,4,9280,0,0,813|806|812|811|808|814|809|810|807,M,false
current,806,mx master 3s 손목 디시,13,,11,0,0,0,0|0|0|0|0|0|30|10|20|10|10|20,1,0,0,0,,M,false
current,807,로지텍 lift mx master 3s,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1024,0,0,,M,false
current,808,mx master 3s 활용,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8193,0,0,,M,false
current,809,mx vertical mx master 3 비교,10,,64,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,8257,0,0,,M,false
current,810,mx vertical mx master 3s,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8256,0,0,,M,false
current,811,mx master 3s 퀘이사존,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,,M,false
current,812,mx master 3s 손목 받침대,10,,95,0,0,-0.5,10|10|10|10|10|10|10|10|20|10|10|10,8,8256,0,0,,M,false
current,813,mx master 3s 무거움,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,,M,false
current,814,mx master 3s 후기,28,,21,0,0,-0.5,40|30|30|30|34|20|30|20|20|20|55|10,1,8256,0,0,,M,true
current,815,패션 버티컬 커머스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,N,false
current,816,흡착식 커튼,29,,,0,0,0.89,28|45|38|47|19|15|16|30|19|12|40|36,8,2113,0,48,821,N,false
current,817,커머스 플랫폼 순위,10,,0,0,0,0,20|10|20|10|10|20|23|10|10|10|10|10,1,65,0,0,,N,false
current,818,버티칼 커튼,253,0.54,99,28.7k,514.1k,0.29,160|270|270|230|190|180|170|190|240|200|250|310,8,3648,0,64,,N,false
current,819,창문 버티컬 블라인드,82,0.23,83,55.4k,508.8k,2,10|45|67|100|90|35|90|90|30|70|87|90,8,67,1,64,,N,false
current,820,베란다 버티컬 가격,104,0.37,40,241.7k,493.8k,1.33,87|70|84|83|68|44|73|62|45|102|106|105,8,2113,0,64,,N,false
current,821,버티칼,3860,0.34,30,121.4k,426.5k,-0.02,4.4k|4.7k|5.4k|4.6k|4.5k|3.4k|3.5k|3.4k|4.0k|3.7k|3.9k|3.9k,8,2625,0,64,,N,false
current,822,버티컬 미디어 종류,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,,N,false
current,823,버티칼 줄,16,,,0,0,-0.54,0|0|10|10|17|14|24|22|33|24|10|15,8,1600,0,0,,N,false
current,824,블라인드 버티컬차이,51,,6,0,0,0,10|20|50|70|49|50|60|60|50|44|60|50,1,65,0,64,,N,false
current,825,선경커튼,326,0.49,8,0,0,-0.15,350|360|440|400|420|350|430|440|440|260|350|370,2,576,0,64,821,N,false
current,826,버티컬 데이터,3,,,0,0,0,0|0|0|0|17|0|0|0|0|0|10|0,1,2113,0,0,,N,false
current,827,버티컬 브랜드,29,,0,0,0,3.8,37|30|27|37|28|27|30|10|10|10|30|48,1,2113,0,0,,N,false
current,828,버티컬 커머스 후기,16,,,0,0,-0.37,0|35|0|0|13|0|46|23|80|0|0|50,1,2113,0,0,,N,false
current,829,베란다 블라인드 버티컬,0,,,0,0,0,0|0|14|0|14|0|12|0|0|0|0|0,8,1088,0,0,,N,false
current,830,버티컬 ai 사례,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,N,false
current,831,버티컬 성장,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,N,false
current,832,거실 버티컬 블라인드,104,0.19,63,211.0k,644.7k,0.09,80|110|109|120|76|30|73|64|87|140|79|95,8,1088,0,64,,N,false
current,833,패션 버티컬,0,,,0,0,0,0|15|0|17|0|0|0|0|0|0|0|0,1,2113,0,0,,N,false
current,834,광고 매체 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,851,N,false
current,835,버티컬 커머스란,32,7.39,7,0,0,-0.75,28|20|10|10|10|10|20|56|40|40|48|10,1,2113,0,0,,N,false
current,836,쇼핑 버티컬 서비스,3,,,0,0,0,0|10|0|0|0|0|0|0|0|10|0|0,1,2113,0,0,,N,false
current,837,베란다 버티컬 블라인드,213,0.26,50,293.5k,748.6k,1.45,140|200|240|130|140|150|180|100|110|130|240|270,8,1088,0,64,,N,false
current,838,버티컬 클립,17,,,0,0,-0.16,39|49|50|38|27|11|26|21|18|22|14|15,8,64,0,0,,N,false
current,839,버티컬 주문 제작,4,,,0,0,0,14|15|0|0|11|10|0|0|0|0|13|0,8,1089,0,0,,N,false
current,840,버티컬 ai 로의 변화 및 과제,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,0,0,0,,N,false
current,841,세로 블라인드 가격,0,,,0,0,0,0|0|0|12|0|0|0|0|0|0|0|0,8,3137,0,0,,N,false
current,842,horizontal 뜻,1080,,0,0,0,0.36,800|970|880|960|1.2k|590|600|660|980|770|1.1k|1.3k,1,2112,0,64,,N,false
current,843,안나 리플 커튼,266,,,0,0,-0.22,230|420|230|280|300|180|280|310|360|250|270|280,4,8256,2,16,821,N,false
current,844,암막 버티컬 블라인드,39,,,0,0,19,47|80|100|50|49|25|28|30|0|40|60|19,8,3136,0,0,,N,false
current,845,버티컬 하게 뜻,90,,,0,0,-0.81,0|22|120|270|200|104|22|120|83|127|128|15,1,2113,0,0,,N,false
current,846,병원 커튼 설치,62,0.23,68,185.6k,1.0M,-0.25,70|90|70|37|57|90|70|60|80|67|60|60,1,8257,0,0,821,N,false
current,847,레식 버티컬 뜻,16,,0,0,0,1,0|0|20|20|20|10|10|10|10|10|20|20,1,10305,0,0,,N,false
current,848,쿠팡 버티컬,0,,,0,0,0,14|13|0|0|13|0|0|0|0|0|0|0,8,65,0,0,,N,false
current,849,식품 버티컬 커머스,0,,,0,0,0,0|0|0|0|0|0|17|17|0|0|0|0,1,2113,0,0,,N,false
current,850,버티컬 커머스 부업,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,N,false
current,851,버티컬 채널,83,,0,0,0,-0.33,80|90|120|140|140|80|100|110|120|60|110|80,1,2113,0,16,,N,false
current,852,horizons 뜻,57,,0,0,0,-0.29,54|45|66|69|53|44|51|56|72|44|76|51,1,2113,0,0,,N,false
current,853,롤업 블라인드,76,,,0,0,0.4,90|140|160|100|60|60|70|70|50|70|90|70,8,64,0,0,,N,false
current,854,커튼 꺽쇠,38,,,0,0,-0.2,70|50|40|58|59|40|40|40|48|36|40|38,4,2112,0,64,821,N,false
current,855,버티컬 마케팅,28,,3,0,0,0,30|10|30|28|30|25|39|40|29|29|28|29,1,65,0,0,,N,false
current,856,버티컬 견적,16,,,0,0,21,0|0|0|0|0|0|24|10|0|16|13|21,8,3137,0,0,,N,false
current,857,버티컬 광고 뜻,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,851,N,false
current,858,블라인드 틀,8,,,0,0,-1,0|13|24|0|16|14|19|16|12|12|13|0,9,8257,0,0,,N,false
current,859,휴인홈,63,,,0,0,-0.46,90|80|150|120|70|60|120|170|130|60|60|70,6,320,0,64,821,N,false
current,860,버티컬 ai 에이전트,16,3.66,26,1.1M,4.6M,0,0|0|0|15|50|20|20|20|30|10|10|30,1,1,0,0,,N,false
current,861,블라인드 버티컬,100,0.46,31,98.8k,589.8k,0.22,120|150|180|170|150|80|90|80|90|70|120|110,8,1601,0,0,,N,false
current,862,버티칼 뜻,23,,0,0,0,-0.8,530|500|570|470|520|410|590|590|100|20|30|20,1,2113,0,0,842,N,false
current,863,영등포구 커튼,183,,,0,0,-0.34,40|770|1.8k|1.1k|970|38|110|160|260|160|220|170,2,576,0,64,821,N,false
current,864,버티컬 줄,56,,,0,0,0.83,80|120|140|100|80|60|49|40|30|53|60|55,8,8257,0,64,,N,false
current,865,커튼 영등포구,6,,,0,0,-0.66,0|0|0|0|0|0|50|80|60|0|0|20,2,1600,0,0,821,N,false
current,866,스윙 암 커튼 봉,0,,,0,0,-1,0|0|0|0|0|0|0|0|11|0|0|0,8,1089,0,0,821,N,false
current,867,버티컬 ai 뜻,146,1.15,3,0,0,-0.57,0|30|170|200|170|50|290|140|260|170|160|110,1,10305,0,0,,N,false
current,868,버디칼,610,0.37,4,0,0,-0.1,630|540|1k|920|710|570|630|680|750|540|620|670,8,321,0,64,,N,false
current,869,버티컬 매체 리스트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,851,N,false
current,870,버티컬 브라켓,40,,,0,0,-0.15,60|70|80|70|40|23|13|39|40|40|47|34,8,64,0,64,,N,false
current,871,버티컬 커머스 시장 규모,10,,0,0,0,0,10|10|10|10|10|10|10|20|10|10|10|10,1,2113,0,0,,N,false
current,872,바람 통하는 블라인드,23,0.24,50,0,0,36,50|130|80|37|76|22|0|0|0|10|25|36,8,64,0,0,821,N,false
current,873,선일커튼,70,0.67,34,339.5k,615.3k,0,70|100|110|80|70|50|100|90|70|60|80|70,5,1344,0,96,821,N,false
current,874,업소용 문발,18,,,0,0,33,44|56|24|11|10|0|0|0|0|0|22|33,8,1088,0,64,821,N,false
current,875,버티컬 커머스 하는법,341,,,0,0,-0.41,0|0|0|0|140|0|11|0|60|690|300|35,1,8257,0,0,,N,false
current,876,인테리어 버티컬,10,,0,0,0,10,10|10|10|10|0|10|10|21|0|10|10|10,8,64,0,0,,N,false
current,877,리더디자인,20,,,0,0,-0.03,30|29|39|19|20|16|18|15|30|19|14|29,1,2113,0,0,821,N,false
current,878,버티컬 모델,9,,,0,0,0,0|0|0|0|0|0|0|0|0|29|0|0,1,2113,0,0,,N,false
current,879,호리존 뜻,920,,0,0,0,-0.01,750|790|830|670|680|920|790|840|880|910|980|870,1,2113,0,0,,N,false
current,880,블라인드와 버티컬,0,,,0,0,0,12|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,N,false
current,881,버디 칼 가격,51,0.43,53,151.1k,442.8k,0,10|40|30|30|10|20|51|30|50|63|41|50,8,3137,0,64,821,N,false
current,882,버티컬,13100,0.35,7,98.8k,482.1k,-0.02,13.7k|15.0k|17.1k|14.6k|13.8k|11.4k|13.7k|13.5k|13.6k|11.3k|14.7k|13.3k,8,11585,0,64,,N,true
current,883,버티컬 llm,13,,6,0,0,0,0|0|0|0|0|13|0|20|20|10|10|20,1,8257,0,0,,N,false
